id,title,genre,release_year,rating
98752,Ability,Drama,1945,9.69
98753,Style successful understand,Comedy,1995,7.01
98754,Action man own,Action,1971,5.23
98755,Present by,Drama,2010,8.72
98756,Something positive,Comedy,2020,6.58
98757,Arrive financial,Action,1987,5.84
98758,Address each,Animation,1960,6.21
98759,Deal no,Sci-Fi,2023,6.54
98760,Break want fast,Sci-Fi,1968,7.05
98761,Adult head,Drama,1965,6.38
98762,Part you whom,Crime,1952,5.23
98763,Task sign,Fantasy,1981,6.84
98764,Significant challenge,Thriller,1988,7.03
98765,Behind good,Crime,1964,3.74
98766,Central understand husband,Animation,1966,7.46
98767,Scientist writer give,Animation,1994,7.26
98768,Degree employee,Musical,1969,6.59
98769,Card state,Drama,1978,6.9
98770,Prove forward,Animation,1983,7.49
98771,Issue subject,Comedy,1979,7.02
98772,Building,Action,1969,5.98
98773,None expert if think,Crime,1994,7.17
98774,Cut able,Action,1994,7.34
98775,Director,Crime,1988,7.79
98776,Stay above stay,Action,1961,7.01
98777,New any anyone,Thriller,1962,6.35
98778,Everything upon,Drama,1979,7.03
98779,Station contain movement,Comedy,1949,6.25
98780,Item specific,Action,1995,6.19
98781,Letter,Action,2009,4.66
98782,Stand,Thriller,2013,8.19
98783,Staff become here,Crime,1953,4.49
98784,Church fund,Sci-Fi,1948,8.05
98785,Pretty party may,Drama,1986,6.14
98786,Third understand data meeting,Drama,1961,6.0
98787,Mind beautiful,Comedy,1970,8.29
98788,War building particular PM,Comedy,2012,8.77
98789,Real cultural bed,Comedy,2012,6.7
98790,Hair among,Comedy,1963,7.13
98791,Use,Animation,1975,7.87
98792,Happen able quickly like,Drama,1946,7.29
98793,Deep race loss,Action,1977,9.0
98794,Subject this,Animation,1960,8.85
98795,Technology author they,Sci-Fi,2014,6.97
98796,Yard rule relate myself,Drama,1977,7.23
98797,Effort rule,Action,2022,8.79
98798,Able risk,Comedy,1978,8.89
98799,Most finally forward,Comedy,1986,7.75
98800,Painting those Mr,Drama,1972,6.63
98801,Type feel support,Thriller,1948,7.49
98802,Whose language,Action,2015,4.84
98803,Meeting discussion,Animation,2009,8.25
98804,Result suddenly assume,Musical,1959,6.79
98805,Address middle,Action,2024,7.78
98806,Land wear purpose,Drama,1969,6.03
98807,Each quickly,Comedy,2020,8.73
98808,Something light phone,Action,1992,5.32
98809,Floor course total,Comedy,1974,5.6
98810,Continue first too,Animation,1981,7.28
98811,Authority ok,Drama,1975,6.75
98812,Probably and western,Action,2023,7.24
98813,National matter project,Animation,2002,8.37
98814,Next guy fly,Action,1972,8.05
98815,Approach energy guy,Sci-Fi,2006,5.46
98816,Process opportunity,Action,2002,7.5
98817,Western word,Fantasy,2012,5.34
98818,Reflect appear rise,Thriller,1975,7.78
98819,World water machine action,Action,1986,8.19
98820,Born history,Action,1954,6.58
98821,Letter education,Action,1998,6.38
98822,Also many,Crime,1959,8.77
98823,Scene pull fill,Animation,1975,7.66
98824,Hotel somebody speak,Fantasy,2018,7.05
98825,Second red security,Animation,2021,7.58
98826,General happy compare,Drama,1950,7.29
98827,Shake sister,Musical,1953,6.14
98828,Man home shake,Drama,1958,7.59
98829,Standard tell,Comedy,1985,7.04
98830,According along program,Crime,2004,7.0
98831,Raise could,Drama,2008,8.01
98832,Section public role,Fantasy,1983,6.42
98833,Third however,Action,1947,7.12
98834,Get state modern,Fantasy,2006,6.58
98835,Health high her,Crime,2015,6.66
98836,Manage our,Comedy,1995,8.28
98837,Two,Sci-Fi,1961,7.13
98838,Represent wind better,Drama,1966,7.68
98839,Create reality,Fantasy,1942,7.76
98840,Seek five,Action,1963,8.56
98841,Single reduce,Comedy,1956,6.15
98842,A tend start,Musical,1949,5.18
98843,Open toward rock,Action,1966,7.55
98844,Her key decide,Musical,1981,4.6
98845,Figure better,Thriller,1975,7.95
98846,Improve,Animation,1990,7.95
98847,Staff,Comedy,2013,7.79
98848,Manage official enjoy,Drama,1945,8.1
98849,Bag young site,Drama,1978,8.2
98850,Ten appear trade happy,Comedy,2017,7.26
98851,Third perhaps,Musical,1992,6.88
98852,Those million environment,Crime,1959,6.81
98853,Quality lot choose,Drama,2010,7.17
98854,Instead despite,Crime,1976,4.44
98855,Per fund network near,Action,1970,4.35
98856,Ask event,Drama,1958,6.1
98857,Southern,Drama,1993,6.6
98858,Data base religious,Action,2013,6.5
98859,Air,Sci-Fi,1955,8.37
98860,Several law as,Sci-Fi,1942,7.25
98861,Apply everybody,Musical,1956,6.86
98862,Country yourself,Comedy,1976,7.26
98863,Cut dark weight company,Thriller,1942,8.23
98864,Republican wear,Thriller,1973,8.13
98865,Different material,Fantasy,2014,8.28
98866,Image put officer,Drama,1991,6.71
98867,Choice again,Animation,1996,8.01
98868,Person life inside,Fantasy,1973,7.68
98869,Which whether,Crime,2006,6.57
98870,Next color site,Comedy,1977,7.78
98871,High play,Thriller,1998,5.36
98872,Main wear,Comedy,1953,7.31
98873,Him what,Drama,2017,8.1
98874,Back hundred,Comedy,1949,5.18
98875,Sea clearly,Animation,1978,7.12
98876,Certain two seat,Comedy,1998,7.21
98877,Minute science line,Action,1967,5.47
98878,Election consider,Sci-Fi,1981,7.22
98879,Yet wall,Crime,2006,6.14
98880,Skin statement,Drama,1980,7.15
98881,Civil change eat,Drama,2010,5.99
98882,Cover charge,Action,1948,5.87
98883,Moment only,Drama,1980,8.05
98884,Family discuss,Drama,2006,6.71
98885,Standard lay,Thriller,1992,6.97
98886,Human include hold,Animation,1973,7.01
98887,Thing,Drama,1978,5.52
98888,Listen anyone,Animation,1960,6.53
98889,Let chair account order,Thriller,1965,7.19
98890,Financial teach,Drama,1978,7.83
98891,Difficult arm,Action,1982,7.55
98892,Per full whole,Drama,1964,8.46
98893,Once treatment,Action,1990,4.99
98894,Six matter,Drama,2012,6.49
98895,Service simple message,Animation,2010,6.95
98896,Training call,Action,1947,8.38
98897,Through road,Animation,1971,6.6
98898,Itself push item,Drama,1989,5.73
98899,Door region heavy news,Fantasy,1949,7.34
98900,Green treat girl,Musical,2009,7.05
98901,Computer evidence over,Action,1963,7.26
98902,Light poor,Fantasy,1950,5.5
98903,Radio quite issue almost,Thriller,2000,6.84
98904,Drug recent note,Thriller,1981,8.46
98905,Maybe end,Fantasy,1954,7.95
98906,Future,Comedy,1959,6.03
98907,Take machine action,Action,1971,4.52
98908,Despite religious,Drama,2013,7.4
98909,Many special worker maintain,Drama,2018,6.35
98910,One sense,Thriller,2006,6.73
98911,Movement enjoy record short,Drama,1940,6.44
98912,Medical create,Crime,2016,6.97
98913,Agent out,Crime,1968,7.58
98914,Provide behind discuss,Comedy,2000,5.0
98915,Wait ground glass shoulder,Comedy,1974,4.13
98916,Marriage take,Musical,1986,5.87
98917,Around to,Fantasy,1977,6.3
98918,Throw brother,Comedy,1976,7.35
98919,However customer,Fantasy,1960,7.57
98920,Young hope father,Drama,1965,7.21
98921,Use myself,Fantasy,1990,7.19
98922,Program hope can,Thriller,2023,7.59
98923,When where,Fantasy,1947,7.4
98924,Idea our,Fantasy,1949,8.59
98925,Protect to mind,Crime,2002,6.54
98926,Ready offer,Musical,1992,6.41
98927,Card,Musical,1982,7.71
98928,Education Mrs many,Drama,2009,5.46
98929,Doctor improve,Action,2002,5.47
98930,Fund win ability,Thriller,1955,7.15
98931,Agreement officer,Drama,1993,7.69
98932,Suggest step,Crime,2020,9.39
98933,Course return about,Comedy,1999,7.51
98934,Big fish million,Comedy,1986,9.68
98935,New put question,Comedy,1990,7.63
98936,Enough evening,Animation,1978,7.32
98937,Congress budget participant,Comedy,1957,7.23
98938,Recognize compare political,Drama,1961,8.12
98939,Plant success,Drama,1951,7.0
98940,Next everybody,Drama,1962,7.01
98941,Age reflect,Comedy,1944,6.16
98942,Soon seem,Animation,1960,7.58
98943,Likely might popular,Animation,2014,7.97
98944,Four why wall,Drama,2008,7.57
98945,Audience responsibility car,Fantasy,1953,6.54
98946,Song beautiful,Fantasy,1985,6.33
98947,Method administration,Action,2022,7.88
98948,Really never federal,Crime,1946,7.67
98949,Course line west,Fantasy,1950,5.87
98950,Amount south,Fantasy,1944,6.65
98951,Line home,Crime,1982,6.17
98952,Think image position,Sci-Fi,1944,6.1
98953,Seven however,Comedy,1999,7.06
98954,Week within,Fantasy,1987,6.86
98955,Seven consumer goal culture,Crime,1989,7.34
98956,Expert fire,Crime,2007,7.05
98957,Foreign along sing,Thriller,1957,6.23
98958,Study machine,Crime,1984,8.15
98959,Write century imagine star,Crime,1982,5.74
98960,Whatever majority dark,Drama,1979,7.13
98961,Move all quality,Drama,1998,7.9
98962,Smile onto environment,Musical,1983,7.78
98963,Agreement sort reflect,Fantasy,1950,8.33
98964,Cover continue,Musical,1988,5.24
98965,Wide the manager dog,Action,2011,7.59
98966,Nothing,Crime,1957,4.77
98967,Car threat,Comedy,2016,6.53
98968,Movie never produce,Drama,1991,6.41
98969,Find involve,Musical,1962,5.91
98970,Protect follow,Fantasy,1999,7.02
98971,System speech major,Action,1942,6.87
98972,Keep always,Fantasy,1952,7.6
98973,Degree case,Comedy,2014,6.81
98974,Sister western,Drama,1949,7.53
98975,Thought work,Drama,1962,6.8
98976,Wonder beat,Thriller,1968,6.97
98977,Check prevent discuss,Animation,1971,7.79
98978,Culture authority head,Action,2021,6.24
98979,Carry pretty,Action,1942,7.4
98980,North particularly economic,Crime,1969,5.62
98981,Right also religious,Crime,2016,7.97
98982,This tonight threat,Thriller,1969,8.52
98983,Phone boy each,Thriller,1991,6.06
98984,Foot thought,Drama,1975,7.04
98985,Kid as amount,Comedy,1964,8.86
98986,Several stage,Fantasy,2024,5.79
98987,Read detail,Crime,2016,6.05
98988,Pressure stop walk,Comedy,1946,6.86
98989,Season building concern myself,Animation,1957,6.76
98990,Sister report sometimes,Fantasy,1972,6.87
98991,Education recognize,Musical,2011,9.06
98992,Member pull,Action,1997,6.61
98993,Fear just realize everyone,Action,1972,6.28
98994,According help,Crime,1975,5.97
98995,International more again rather,Sci-Fi,1969,6.81
98996,Hit way officer,Crime,1955,6.69
98997,Reality image,Fantasy,1993,6.84
98998,Care itself share,Animation,1958,8.69
98999,Issue education build,Action,1993,6.2
99000,Ability specific rich,Drama,2008,6.06
99001,Color year,Fantasy,1981,7.8
99002,Analysis past paper contain,Sci-Fi,2010,6.65
99003,Girl,Crime,1974,6.16
99004,National heart,Fantasy,1949,7.4
99005,Involve program account,Thriller,1941,7.5
99006,Hundred network some,Crime,1975,4.85
99007,Administration,Action,2016,7.4
99008,Administration however American,Action,1953,7.94
99009,Happy we,Thriller,1973,5.73
99010,Interesting level,Drama,2023,6.43
99011,Second partner,Comedy,2007,8.43
99012,Individual,Comedy,1964,5.92
99013,My wear,Action,1982,5.61
99014,War according,Fantasy,2024,6.64
99015,Cover room mission,Drama,1999,6.14
99016,Floor young smile,Crime,1944,6.91
99017,There power under,Thriller,1979,7.92
99018,Show whatever,Fantasy,1968,7.71
99019,Occur by skin,Comedy,2015,7.81
99020,Sport mean,Fantasy,1988,6.1
99021,Financial why,Sci-Fi,1989,7.39
99022,Put into friend,Drama,1941,5.56
99023,Fly movie natural,Animation,1995,6.74
99024,Herself other,Thriller,1986,7.11
99025,Nature want too,Comedy,1945,9.52
99026,Current parent teacher,Animation,1998,7.83
99027,Player street middle,Action,1970,6.42
99028,Boy,Crime,1954,6.54
99029,Seven public,Comedy,1993,6.66
99030,Positive government,Crime,1987,7.8
99031,Final police,Action,1954,7.61
99032,Decide before,Thriller,2020,7.34
99033,Number candidate media,Crime,1967,4.63
99034,My health,Comedy,1964,7.71
99035,Agent century condition,Animation,1997,7.41
99036,Example machine structure,Fantasy,2020,5.76
99037,Guess player economic,Drama,1956,6.16
99038,Radio mention,Drama,2002,6.44
99039,Senior ball,Crime,1987,7.09
99040,Ask take,Animation,1941,7.57
99041,Serve expert,Action,1954,6.78
99042,Impact Mr suggest,Drama,1984,7.63
99043,Author media morning,Animation,1970,6.68
99044,Stop would Mr,Animation,1996,7.82
99045,Current prevent,Crime,1983,8.06
99046,Debate structure bad,Action,1964,6.51
99047,Production chair,Animation,2003,8.39
99048,End never,Action,2004,7.44
99049,Recognize rise,Drama,1984,6.54
99050,Whatever identify,Action,1970,7.63
99051,Back institution soldier,Crime,2001,6.55
99052,Education reality well,Action,1944,6.52
99053,Garden think,Musical,2005,7.28
99054,Resource sell need,Comedy,1990,7.49
99055,Do memory important,Drama,1988,6.97
99056,Cover become room,Comedy,2008,6.44
99057,Hour civil clearly,Thriller,1977,6.46
99058,Itself green discover data,Comedy,1952,7.15
99059,So really,Comedy,2015,6.75
99060,Sort collection,Musical,2020,6.07
99061,Beyond area computer,Comedy,1973,5.95
99062,Blood discussion,Thriller,1966,6.37
99063,Throw special,Comedy,2015,6.96
99064,Become stay mouth,Comedy,2006,4.98
99065,Help enjoy them state,Action,1967,6.6
99066,However,Crime,1957,6.8
99067,Child simple line,Action,1974,7.99
99068,Upon,Drama,2015,6.95
99069,Understand agreement draw break,Drama,1975,7.15
99070,Hold adult,Action,2013,6.36
99071,Vote need meeting,Animation,1992,8.26
99072,Look president act,Action,1979,7.86
99073,Job little,Action,2013,7.52
99074,Information service,Musical,1972,9.43
99075,Wish man sign,Drama,2020,8.58
99076,Program modern similar,Drama,1940,6.16
99077,Hot approach eight,Fantasy,2011,7.68
99078,Hear,Drama,1979,5.75
99079,Suddenly brother,Action,1952,6.66
99080,Great magazine,Comedy,1956,8.39
99081,Career,Fantasy,1943,6.77
99082,Not,Action,1975,6.53
99083,Push add first remember,Comedy,2003,8.05
99084,Foot real,Drama,1953,7.8
99085,Performance out perform responsibility,Drama,1985,7.0
99086,House resource,Animation,1962,7.7
99087,Seat base scene pick,Comedy,2023,5.86
99088,Alone bad,Action,1957,6.58
99089,Agree seat everything,Animation,2008,8.55
99090,Probably thus ago,Action,2021,7.09
99091,Along watch,Comedy,1960,7.21
99092,Fact she black,Musical,1946,7.27
99093,Yet nor,Fantasy,1952,8.44
99094,Method information,Thriller,1994,7.23
99095,Movie medical guess,Action,2007,6.92
99096,Quickly effort difficult soon,Comedy,1979,7.51
99097,Station majority,Drama,2006,7.09
99098,Social create,Drama,1966,6.69
99099,Member use million,Musical,2006,7.57
99100,Current here,Animation,1974,7.41
99101,Appear alone,Crime,2017,4.73
99102,Sister size respond,Fantasy,2011,8.14
99103,Building surface open,Action,1967,6.12
99104,Thousand act reach,Drama,1958,7.31
99105,Choice fight air suggest,Comedy,1992,4.9
99106,Near point ever,Crime,1942,5.84
99107,Take we hold,Comedy,1993,6.35
99108,Under far,Thriller,2009,5.62
99109,Law should chair,Action,1995,7.88
99110,International without,Comedy,2006,6.35
99111,Without us possible,Action,1986,6.21
99112,Laugh nation party,Comedy,2024,7.11
99113,Board stuff else successful,Fantasy,1941,7.73
99114,Daughter reveal,Thriller,1986,6.81
99115,Low seven left,Animation,1972,7.54
99116,Record able professional,Comedy,2016,6.23
99117,Same professional ready,Drama,1962,7.66
99118,Nor before focus,Comedy,1949,6.09
99119,Anything loss focus meet,Action,1994,5.9
99120,Evidence page or,Sci-Fi,2001,6.9
99121,Dream plant television,Drama,1996,8.58
99122,Stop say leader,Animation,2017,7.62
99123,Name space city,Animation,1980,8.44
99124,Make maybe,Fantasy,2005,6.53
99125,Month light song police,Drama,2016,7.84
99126,Her plan real,Action,1956,7.03
99127,Professional future personal,Musical,1958,6.44
99128,Would defense oil,Comedy,1974,7.26
99129,Morning leg middle,Comedy,1949,7.61
99130,Who father read,Action,1993,8.38
99131,There early third true,Sci-Fi,1994,6.47
99132,Father reveal,Drama,2009,4.85
99133,Let likely yourself,Fantasy,1989,7.7
99134,Arrive company,Animation,2007,7.97
99135,Conference teach wonder,Fantasy,1959,4.93
99136,Time population three picture,Crime,2011,4.63
99137,We plant fight,Comedy,1972,5.73
99138,Behavior today,Animation,1989,6.4
99139,Western recently plan,Thriller,2024,7.31
99140,Power south,Animation,1951,8.01
99141,Success hold everyone,Musical,2023,7.21
99142,Do myself,Action,2011,8.19
99143,Easy type,Animation,1991,9.11
99144,Identify buy number,Comedy,2000,6.89
99145,Dinner,Comedy,1966,7.27
99146,Throughout charge appear,Crime,1993,8.07
99147,Government natural window answer,Action,1976,7.31
99148,Strong politics,Comedy,2020,6.16
99149,Visit bad answer,Sci-Fi,2008,8.88
99150,Card nothing attorney,Crime,2004,4.44
99151,First note itself,Action,1990,8.47
99152,Important despite likely,Animation,2006,6.25
99153,Serve best,Thriller,1952,8.04
99154,Hundred design network,Thriller,1974,7.91
99155,Leg score,Comedy,2017,6.85
99156,Give just happy,Musical,2015,8.51
99157,Pressure administration,Action,1992,7.08
99158,Discuss by,Drama,1996,6.72
99159,Dog talk environment,Fantasy,1978,7.43
99160,Sign support,Drama,1950,8.5
99161,Address official quality,Action,1972,6.78
99162,Actually effort bed,Comedy,2004,5.37
99163,Wait crime direction hit,Comedy,1980,6.62
99164,Number impact though,Action,2020,5.97
99165,Subject window age,Action,1975,6.91
99166,Ten,Comedy,1948,5.58
99167,Once indicate,Comedy,1940,7.38
99168,Small it scene,Musical,1944,5.84
99169,Arm,Animation,1989,8.64
99170,Late next,Comedy,2006,7.98
99171,Agree catch,Fantasy,1976,5.08
99172,Floor,Comedy,1974,7.61
99173,Pick street,Drama,1957,5.76
99174,Beautiful wall reduce,Sci-Fi,1994,8.59
99175,Draw during,Action,1948,6.75
99176,Protect conference,Comedy,1961,8.93
99177,Color want,Drama,1957,6.47
99178,Else save,Comedy,2011,8.08
99179,Three break lay,Action,2009,6.4
99180,North several need,Fantasy,1974,9.14
99181,Anyone,Crime,1960,6.0
99182,Race short,Drama,1977,8.48
99183,Next local,Animation,1959,7.51
99184,East race image,Fantasy,1954,6.35
99185,Expect consumer,Drama,2019,6.87
99186,Them occur,Thriller,1977,7.47
99187,Whatever will throughout,Thriller,2021,7.06
99188,How focus as,Comedy,2014,5.36
99189,Religious fact,Drama,2014,7.13
99190,Son high,Drama,2005,7.19
99191,Parent individual,Crime,1960,7.19
99192,Easy PM sometimes,Drama,2009,7.14
99193,It just spend,Action,1952,6.77
99194,Him financial,Drama,2020,6.38
99195,Few focus,Fantasy,1977,7.47
99196,Assume once character,Animation,1995,7.1
99197,Real church similar,Drama,2005,6.29
99198,Young business mouth,Thriller,2019,7.22
99199,Front result,Drama,2012,7.35
99200,Agree,Action,1998,7.67
99201,Lead sport,Crime,2013,5.26
99202,Small wonder,Action,1970,6.61
99203,Recently cultural,Comedy,1946,8.79
99204,Behind military them,Fantasy,1972,7.18
